sample_name,Abiotrophia defectiva,Acetivibrio ethanolgignens,Acholeplasma brassicae,Acinetobacter baumannii,Actinobacillus lignieresii,Actinobacillus pleuropneumoniae,Actinobacillus porcitonsillarum,Actinobaculum massiliense,Actinomyces bouchesdurhonensis,Actinomyces culturomici,Actinomyces gaoshouyii,Actinomyces graevenitzii,Actinomyces howellii,Actinomyces marmotae,Actinomyces naeslundii,Actinomyces oris,Actinomyces pacaensis,Actinomyces radicidentis,Actinomyces sp. Chiba101,Actinomyces sp. HMT 175,Actinomyces sp. HMT897,Actinomyces sp. ZJ34,Actinomyces sp. oral taxon 169,Actinomyces sp. oral taxon 171,Actinomyces sp. oral taxon 414,Actinomyces sp. oral taxon 897,Actinomyces viscosus,Aggregatibacter actinomycetemcomitans,Aggregatibacter aphrophilus,Aggregatibacter segnis,Aggregatibacter sp. 2125159857,Alistipes communis,Alistipes finegoldii,Alistipes putredinis,Alistipes sp. dk3624,Alloprevotella tannerae,Alloscardovia omnicolens,Alterileibacterium massiliense,Anaeroglobus geminatus,Anaerostipes hadrus,Angomonas deanei,Arachnia propionica,Aspergillus chevalieri,Aspergillus flavus,Aspergillus parasiticus,Bacillus mycoides,Bacteroides caecimuris,Bacteroides eggerthii,Bacteroides faecis,Bacteroides fragilis,Bacteroides heparinolyticus,Bacteroides neonati,Bacteroides ovatus,Bacteroides sp. PHL 2737,Bacteroides stercoris,Bacteroides thetaiotaomicron,Bacteroides zoogleoformans,Bergeyella cardium,Berryella intestinalis,Bifidobacterium dentium,Blautia obeum,Blautia wexlerae,Blumeria graminis,Bordetella trematum,Bradyrhizobium sp. PSBB068,Bubaline alphaherpesvirus 1,Bulleidia sp. zg-1006,Burkholderia cepacia,Campylobacter concisus,Campylobacter curvus,Campylobacter gracilis,Campylobacter rectus,Campylobacter showae,Candida albicans,Candida orthopsilosis,Candidatus Nanosynbacter lyticus,Capnocytophaga endodontalis,Capnocytophaga gingivalis,Capnocytophaga haemolytica,Capnocytophaga leadbetteri,Capnocytophaga ochracea,Capnocytophaga sp. FDAARGOS_737,Capnocytophaga sp. oral taxon 323,Capnocytophaga sp. oral taxon 864,Capnocytophaga sp. oral taxon 878,Capnocytophaga sp. oral taxon 902,Capnocytophaga sputigena,Cardiobacterium hominis,Cardiobacterium valvarum,Chryseobacterium indologenes,Clostridioides difficile,Colibacter massiliensis,Corynebacterium argentoratense,Corynebacterium bouchesdurhonense,Corynebacterium bovis,Corynebacterium kefirresidentii,Corynebacterium kroppenstedtii,Corynebacterium matruchotii,Corynebacterium propinquum,Corynebacterium tuberculostearicum,Criibacterium bergeronii,Cryptobacterium curtum,Cutibacterium acnes,Cutibacterium avidum,Cutibacterium granulosum,Desulfobulbus oralis,Dialister pneumosintes,Diaphorobacter sp. JS3051,Dietzia sp. oral taxon 368,Dolosigranulum pigrum,Eikenella corrodens,Eikenella exigua,Eimeria tenella,Elizabethkingia sp. JS20170427COW,Emergencia timonensis,Entamoeba histolytica,Enterobacter roggenkampii,Enterocloster bolteae,Enterocloster citroniae,Enterocloster lavalensis,Enterococcus avium,Enterococcus dispar,Enterococcus faecalis,Enterococcus faecium,Ephemeroptericola cinctiostellae,Epilithonimonas vandammei,Eptesicus fuscus gammaherpesvirus,Erysipelothrix rhusiopathiae,Escherichia coli,Eubacterium callanderi,Eubacterium ramulus,Ewingella americana,Exophiala mesophila,Exophiala phaeomuriformis,Exophiala spinifera,Ezakiella massiliensis,Faecalibacterium prausnitzii,Faecalicatena fissicatena,Faecalitalea cylindroides,Fannyhessea vaginae,Filifactor alocis,Finegoldia magna,Fusarium fujikuroi,Fusicatenibacter saccharivorans,Fusobacterium canifelinum,Fusobacterium hwasookii,Fusobacterium massiliense,Fusobacterium necrophorum,Fusobacterium nucleatum,Fusobacterium periodonticum,Fusobacterium pseudoperiodonticum,GUT_GENOME000259,GUT_GENOME000308,GUT_GENOME000564,GUT_GENOME000568,GUT_GENOME000572,GUT_GENOME000603,GUT_GENOME000608,GUT_GENOME000629,GUT_GENOME000659,GUT_GENOME000662,GUT_GENOME000944,GUT_GENOME000967,GUT_GENOME001139,GUT_GENOME001147,GUT_GENOME001506,GUT_GENOME001575,GUT_GENOME001773,GUT_GENOME001831,GUT_GENOME001853,GUT_GENOME002250,GUT_GENOME003176,GUT_GENOME003665,GUT_GENOME003966,GUT_GENOME004694,GUT_GENOME004992,GUT_GENOME005080,GUT_GENOME005153,GUT_GENOME006298,GUT_GENOME017790,GUT_GENOME018156,GUT_GENOME018981,GUT_GENOME019335,GUT_GENOME024263,GUT_GENOME027270,GUT_GENOME027309,GUT_GENOME027393,GUT_GENOME028802,GUT_GENOME029683,GUT_GENOME029780,GUT_GENOME032405,GUT_GENOME034183,GUT_GENOME034386,GUT_GENOME038289,GUT_GENOME045693,GUT_GENOME045758,GUT_GENOME047123,GUT_GENOME049084,GUT_GENOME062339,GUT_GENOME062382,GUT_GENOME063140,GUT_GENOME065370,GUT_GENOME065576,GUT_GENOME065630,GUT_GENOME065655,GUT_GENOME068461,GUT_GENOME068725,GUT_GENOME073885,GUT_GENOME075582,GUT_GENOME076199,GUT_GENOME076493,GUT_GENOME077070,GUT_GENOME078054,GUT_GENOME078449,GUT_GENOME078716,GUT_GENOME079230,GUT_GENOME082800,GUT_GENOME085494,GUT_GENOME089625,GUT_GENOME090402,GUT_GENOME090929,GUT_GENOME091736,GUT_GENOME093820,GUT_GENOME093910,GUT_GENOME093918,GUT_GENOME095186,GUT_GENOME095310,GUT_GENOME095336,GUT_GENOME095352,GUT_GENOME095471,GUT_GENOME095490,GUT_GENOME095592,GUT_GENOME095599,GUT_GENOME095650,GUT_GENOME095685,GUT_GENOME095850,GUT_GENOME095879,GUT_GENOME096281,GUT_GENOME096378,GUT_GENOME096380,GUT_GENOME096482,GUT_GENOME096528,GUT_GENOME096538,GUT_GENOME096562,GUT_GENOME096568,GUT_GENOME098768,GUT_GENOME098769,GUT_GENOME098791,GUT_GENOME103234,GUT_GENOME107760,GUT_GENOME110766,GUT_GENOME111584,GUT_GENOME117619,GUT_GENOME118160,GUT_GENOME124450,GUT_GENOME126659,GUT_GENOME129153,GUT_GENOME129169,GUT_GENOME133538,GUT_GENOME137460,GUT_GENOME140043,GUT_GENOME140065,GUT_GENOME140314,GUT_GENOME141047,GUT_GENOME142596,GUT_GENOME143094,GUT_GENOME143156,GUT_GENOME148088,GUT_GENOME148641,GUT_GENOME148897,GUT_GENOME151605,GUT_GENOME151778,GUT_GENOME153760,GUT_GENOME155428,GUT_GENOME155809,GUT_GENOME155913,GUT_GENOME155972,GUT_GENOME156063,GUT_GENOME156119,GUT_GENOME156121,GUT_GENOME156224,GUT_GENOME156655,GUT_GENOME156895,GUT_GENOME156969,GUT_GENOME167061,GUT_GENOME170556,GUT_GENOME171643,GUT_GENOME171683,GUT_GENOME173058,GUT_GENOME174134,GUT_GENOME174135,GUT_GENOME174301,GUT_GENOME175131,GUT_GENOME175216,GUT_GENOME175792,GUT_GENOME176732,GUT_GENOME177322,GUT_GENOME177382,GUT_GENOME178989,GUT_GENOME185248,GUT_GENOME186053,GUT_GENOME186054,GUT_GENOME189835,GUT_GENOME189839,GUT_GENOME190324,GUT_GENOME190431,GUT_GENOME191309,GUT_GENOME191311,GUT_GENOME193231,GUT_GENOME194012,GUT_GENOME194072,GUT_GENOME194081,GUT_GENOME194726,GUT_GENOME195657,GUT_GENOME196106,GUT_GENOME198893,GUT_GENOME200047,GUT_GENOME207226,GUT_GENOME207399,GUT_GENOME207489,GUT_GENOME207493,GUT_GENOME207866,GUT_GENOME207884,GUT_GENOME207895,GUT_GENOME208123,GUT_GENOME208170,GUT_GENOME212278,GUT_GENOME212317,GUT_GENOME212929,GUT_GENOME217674,GUT_GENOME218819,GUT_GENOME219276,GUT_GENOME221057,GUT_GENOME221975,GUT_GENOME226003,GUT_GENOME226303,GUT_GENOME228036,GUT_GENOME229203,GUT_GENOME229830,GUT_GENOME230903,GUT_GENOME231296,GUT_GENOME231320,GUT_GENOME231391,GUT_GENOME231418,GUT_GENOME231436,GUT_GENOME231477,GUT_GENOME231555,GUT_GENOME231661,GUT_GENOME231812,GUT_GENOME231932,GUT_GENOME232084,GUT_GENOME232145,GUT_GENOME233270,GUT_GENOME239700,GUT_GENOME242646,GUT_GENOME242915,GUT_GENOME242920,GUT_GENOME242938,GUT_GENOME242998,GUT_GENOME243008,GUT_GENOME243009,GUT_GENOME243082,GUT_GENOME243094,GUT_GENOME243177,GUT_GENOME243514,GUT_GENOME243516,GUT_GENOME243599,GUT_GENOME243601,GUT_GENOME243937,GUT_GENOME243998,GUT_GENOME244012,GUT_GENOME244177,GUT_GENOME244205,GUT_GENOME244349,GUT_GENOME247475,GUT_GENOME249991,GUT_GENOME253078,GUT_GENOME254219,GUT_GENOME254720,GUT_GENOME255826,GUT_GENOME258044,GUT_GENOME261776,GUT_GENOME262121,GUT_GENOME262768,GUT_GENOME263950,GUT_GENOME264490,GUT_GENOME266133,GUT_GENOME266139,GUT_GENOME277404,GUT_GENOME282538,GUT_GENOME283178,GUT_GENOME283627,GUT_GENOME284185,GUT_GENOME286267,Gardnerella vaginalis,Gemella haemolysans,Gemella morbillorum,Gemella sanguinis,Gemella sp. ND 6198,Gemella sp. oral taxon 928,Geminocystis sp. NIES-3708,Glaesserella parasuis,Glaesserella sp. 15-184,Gordonia phthalatica,Gordonibacter urolithinfaciens,Haemophilus aegyptius,Haemophilus haemolyticus,Haemophilus influenzae,Haemophilus parahaemolyticus,Haemophilus parainfluenzae,Haemophilus paraphrohaemolyticus,Haemophilus pittmaniae,Haemophilus sp. oral taxon 036,Haemophilus sputorum,Helicobacter pylori,Histophilus somni,Isochrysis galbana,Kingella denitrificans,Kingella kingae,Kingella oralis,Klebsiella pneumoniae,Kluyveromyces marxianus,Kurthia sp. 11kri321,Lachnoanaerobaculum umeaense,Lachnoclostridium phytofermentans,Lacticaseibacillus rhamnosus,Lactobacillus apis,Lactobacillus gasseri,Lactobacillus helveticus,Lactobacillus iners,Lactobacillus johnsonii,Lactobacillus oris,Lactococcus cremoris,Lactococcus lactis,Lactococcus raffinolactis,Lancefieldella parvula,Lancefieldella rimae,Lapidilactobacillus dextrinicus,Lautropia mirabilis,Leishmania braziliensis,Leptotrichia buccalis,Leptotrichia hofstadii,Leptotrichia hongkongensis,Leptotrichia shahii,Leptotrichia sp. oral taxon 212,Leptotrichia sp. oral taxon 498,Leptotrichia sp. oral taxon 847,Leptotrichia trevisanii,Leptotrichia wadei,Ligilactobacillus salivarius,Limosilactobacillus fermentum,Mageeibacillus indolicus,Malassezia globosa,Malassezia restricta,Mannheimia bovis,Mannheimia haemolytica,Mannheimia sp. USDA-ARS-USMARC-1261,Massilimicrobiota timonensis,Massilioclostridium coli,Methylobacterium phyllosphaerae,Methylobacterium sp. XJLW,Mobiluncus curtisii,Mogibacterium diversum,Moraxella catarrhalis,Murdochiella massiliensis,Mycobacterium paragordonae,Mycobacteroides chelonae,Mycoplasma hominis,Mycoplasma orale,Mycoplasma pullorum,Mycoplasma salivarium,Nannochloropsis gaditana,Nannochloropsis oceanica,Neglecta timonensis,Neisseria bacilliformis,Neisseria cinerea,Neisseria elongata,Neisseria flavescens,Neisseria gonorrhoeae,Neisseria lactamica,Neisseria macacae,Neisseria meningitidis,Neisseria mucosa,Neisseria polysaccharea,Neisseria sicca,Neisseria sp. KEM232,Neisseria subflava,Odoribacter splanchnicus,Olegusella massiliensis,Olsenella sp. oral taxon 807,Olsenella uli,Oribacterium sinus,Oscillibacter sp. PEA192,Ottowia sp. oral taxon 894,Paenibacillus ihbetae,Paenibacillus polymyxa,Pandoravirus neocaledonia,Paprika mild mottle virus,Parabacteroides distasonis,Parascardovia denticolens,Parvimonas micra,Pasteurella multocida,Pepper mild mottle virus,Peptoniphilus ivorii,Peptoniphilus lacrimalis,Peptostreptococcus anaerobius,Peptostreptococcus stomatis,Persea americana chrysovirus,Phocaeicola coprophilus,Phocaeicola dorei,Phocaeicola massiliensis,Phocaeicola vulgatus,Plantactinospora sp. BB1,Plasmodium falciparum,Plasmodium gaboni,Plasmodium knowlesi,Plasmodium reichenowi,Plasmodium sp. gorilla clade G2,Plasmodium sp. gorilla clade G3,Plasmodium yoelii,Pleurotus ostreatus,Porphyromonas asaccharolytica,Porphyromonas endodontalis,Porphyromonas gingivalis,Porphyromonas uenonis,Prevotella amnii,Prevotella bivia,Prevotella buccae,Prevotella buccalis,Prevotella colorans,Prevotella copri,Prevotella corporis,Prevotella dentalis,Prevotella denticola,Prevotella disiens,Prevotella enoeca,Prevotella fusca,Prevotella intermedia,Prevotella jejuni,Prevotella melaninogenica,Prevotella nigrescens,Prevotella oralis,Prevotella oris,Prevotella salivae,Prevotella sp. oral taxon 299,Prevotella timonensis,Prevotella veroralis,Propionibacterium acidifaciens,Propionibacterium sp. oral taxon 193,Propionimicrobium sp. Marseille-P3275,Proteus virus Isfahan,Pseudoleptotrichia goodfellowii,Puccinia triticina,Pyrenophora tritici-repentis,Pyricularia grisea,Ralstonia insidiosa,Ralstonia mannitolilytica,Ralstonia pickettii,Rhodococcus erythropolis,Rodentibacter heylii,Rothia aeria,Rothia dentocariosa,Rothia mucilaginosa,Ruminococcus bromii,Ruthenibacterium lactatiformans,Saccharomyces boulardii (nom. inval.),Saccharomyces paradoxus,Salmonella enterica,Sanguibacter keddieii,Scardovia wiggsiae,Schaalia cardiffensis,Schaalia meyeri,Schaalia odontolytica,Selenomonas artemidis,Selenomonas sp. oral taxon 136,Selenomonas sp. oral taxon 478,Selenomonas sp. oral taxon 920,Selenomonas sputigena,Serratia marcescens,Severe acute respiratory syndrome-related coronavirus,Simonsiella muelleri,Slackia exigua,Solobacterium moorei,Sphingobacterium multivorum,Staphylococcus aureus,Staphylococcus capitis,Staphylococcus caprae,Staphylococcus epidermidis,Staphylococcus haemolyticus,Staphylococcus pasteuri,Staphylococcus saccharolyticus,Staphylococcus warneri,Stenotrophomonas maltophilia,Stomatobaculum longum,Streptobacillus moniliformis,Streptococcus agalactiae,Streptococcus anginosus,Streptococcus australis,Streptococcus canis,Streptococcus constellatus,Streptococcus cristatus,Streptococcus dysgalactiae,Streptococcus equi,Streptococcus equinus,Streptococcus gallolyticus,Streptococcus gordonii,Streptococcus gwangjuense,Streptococcus himalayensis,Streptococcus infantarius,Streptococcus infantis,Streptococcus intermedius,Streptococcus koreensis,Streptococcus lutetiensis,Streptococcus macedonicus,Streptococcus milleri,Streptococcus mitis,Streptococcus mutans,Streptococcus oralis,Streptococcus parasanguinis,Streptococcus pasteurianus,Streptococcus periodonticum,Streptococcus peroris,Streptococcus phage DCC1738,Streptococcus phage Dp-1,Streptococcus phage PH15,Streptococcus phage SpSL1,Streptococcus phage phiARI0031,Streptococcus phage phiARI0131-2,Streptococcus phage phiARI0460-1,Streptococcus phage phiARI0462,Streptococcus phage phiARI0468-2,Streptococcus pneumoniae,Streptococcus porcinus,Streptococcus pseudopneumoniae,Streptococcus pseudoporcinus,Streptococcus pyogenes,Streptococcus salivarius,Streptococcus sanguinis,Streptococcus sp. 116-D4,Streptococcus sp. 1643,Streptococcus sp. A12,Streptococcus sp. FDAARGOS_192,Streptococcus sp. FDAARGOS_522,Streptococcus sp. I-G2,Streptococcus sp. I-P16,Streptococcus sp. KS 6,Streptococcus sp. LPB0220,Streptococcus sp. NCTC 11567,Streptococcus sp. NPS 308,Streptococcus sp. oral taxon 061,Streptococcus sp. oral taxon 431,Streptococcus suis,Streptococcus thermophilus,Streptococcus timonensis,Streptococcus uberis,Streptococcus vestibularis,Streptococcus viridans,Streptomyces spectabilis,Tannerella forsythia,Tannerella sp. oral taxon HOT-286,Tetrahymena thermophila,Tomato brown rugose fruit virus,Toxoplasma gondii,Treponema denticola,Treponema medium,Treponema parvum,Treponema pedis,Treponema phagedenis,Treponema putidum,Treponema socranskii,Treponema sp. OMZ 804,Treponema sp. OMZ 838,Treponema succinifaciens,Trueperella pyogenes,Trypanosoma cruzi,Ureaplasma parvum,Valsa mali,Varibaculum cambriense,Veillonella atypica,Veillonella dispar,Veillonella nakazawae,Veillonella parvula,Veillonella rodentium,Veillonella tobetsuensis,Weissella jogaejeotgali,Yersinia frederiksenii,[Clostridium] innocuum,[Clostridium] scindens,[Haemophilus] ducreyi
0,4908,0,0,0,0,0,0,0,24,0,0,2532,10,0,1848,8739,165,0,6,11786,82,12,3115,6901,266,8,160,0,381,425,222,0,0,0,0,6694,0,12,96,0,0,2600,10,0,10,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2594,0,77,23,858,0,0,50,146,908,0,2264,156,2751,257,373,81,193,2092,4226,20,0,0,0,0,0,0,0,0,1462,0,22,2,0,135,0,0,10,8,0,0,8,423,6,0,6,0,0,0,0,0,0,0,0,46,0,0,0,0,0,15,0,0,0,4,7,2,0,3,0,0,0,184,0,0,0,13,226,18,2,14851,2645,9728,0,0,30116,7138,5162,0,0,0,0,0,0,0,4497,0,0,0,4,0,696,0,657,3248,216,6167,0,424,36,49,0,0,0,0,4,65352,0,0,0,120,224,4,4,556,427,0,10,83,0,6271,0,71,525,0,171,0,4,0,0,535,1649,4,0,1967,6254,0,0,128,146,21,10,0,1646,0,7928,102,2645,0,1491,13667,237,693,136,462,4917,1353,204,131,1280,218,4239,0,0,0,0,3794,0,24,0,4,0,0,0,0,0,3897,0,4253,20899,0,2,0,0,18078,0,0,44,0,27,3686,0,1743,0,0,1574,0,449,2059,49,322,356,449,163,229,44,0,0,882,49,10466,21,1407,0,4,2,0,8676,46,0,121,14,734,104,0,101,776,316,95,67,172,2,61,4458,372,46,0,1649,128,3152,214,367,0,3540,12244,530,0,0,907,28507,0,0,2,4,6,10089,0,0,160,0,0,164,0,14,2490,0,0,317,0,5555,885,10,0,0,0,0,100,0,3422,0,0,0,0,0,0,2,0,0,0,324,0,7,702,0,13334,6,20,0,0,0,0,0,872,4968,0,92,120,77,0,16812,0,0,14,0,672,6582,0,195,15514,32451,0,0,0,0,0,4,0,0,151,33,0,24571,4,22,22,12,0,0,0,26,2,4158,144,0,0,135,0,0,0,0,0,12,0,0,0,0,42,72,470,0,6086,0,12,42,44,2,1854,8,0,0,95,0,0,0,0,0,0,0,0,0,3,0,0,0,1358,0,0,0,0,0,24,2,204,0,0,0,1669,8,4589,75,0,14,4524,14,137,0,681,49,178,0,2,622,0,4855,0,2278,6,0,0,0,0,0,4740,0,0,2,0,0,3546,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,556,9,0,0,2,154,8,16,0,32,514,14,23,194,4,279,235,14141,1621,0,5650,1387,1553,0,28,0,0,0,428,0,0,51,0,0,0,166,0,12,5131,61764,219594,0,0,0,0,0,639,14,428,2,24923,50,402,154,158,2118,0,0,0,124,578,0,0,14,0,216,0,230,0,0,0,767,0,37,1027,11690,0,2301,2971,21,0,41,0,4966,16026,14,0,11249,3080,30558,0,0,1230,213253,4,141780,5218,0,121,546,0,0,0,0,0,0,0,0,0,8885,0,1994,10,0,2611,77607,2020,7708,6663,58,0,31127,45377,20,3363,0,16549,4149,52491,11,458,2024,0,10261,3620,0,2248,2577,0,0,24412,594,113,0,2,0,10,92,4864,60,0,0,0,11970,11,0,746,3128,1881,13931,10,1048,2,14,0,0,0
